actor_id	first_name	last_name	film_info
48	Frances	Day-Lewis	Action: Entrapment Satisfaction, Animation: Champion Flatliners, Double Wrath, Gangs Pride, Comedy: Bringing Hysterical, Documentary: Brotherhood Blanket, Cider Desire, Coast Rainbow, Expendable Stallion, Sagebrush Clueless, Untouchables Sunrise, Family: Finding Anaconda, Gables Metropolis, Homicide Peach, Foreign: Madness Attacks, Purple Movie, Shrek License, Games: Darling Breaking, Horror: Lady Stage, Undefeated Dalmations, New: Eagles Panky, Sci-Fi: Fiddler Lost, Married Go, Sports: Mermaid Insects, Mother Oleander, Travel: Others Soup
49	Anne	Cronyn	Action: Dragon Squad, Lust Lock, Minds Truman, Uprising Uptown, Animation: Horn Working, Children: Hollywood Anonymous, Classics: Iron Moon, Requiem Tycoon, Documentary: Hardly Robbers, Hawk Chill, Drama: Encounters Curtain, Paths Control, Racer Egg, Family: Apache Divine, Gandhi Kwai, Half Outfield, Foreign: Dangerous Uptown, Moon Bunch, Horror: Lady Stage, Reap Unfaithful, Music: Wizard Coldblooded, New: Mannequin Worst, Sci-Fi: Cincinatti Whisperer, Crowds Telemark, Sports: Rider Caddyshack, Travel: Smile Earring, Window Side
50	Natalie	Hopkins	Action: Caddyshack Jedi, Fantasy Troopers, Fool Mockingbird, Hills Neighbors, Rear Trading, Rings Heartbreakers, Animation: Doors President, Children: Twisted Pirates, Comedy: Connection Microcosmos, Perfect Groove, Documentary: Dozen Lion, Egg Igby, Majestic Floats, Drama: Harold French, Kwai Homeward, Torque Bound, Family: House Dynamite, Jason Trap, Network Peak, Siege Madre, Spinal Rocky, Foreign: War Notting, Games: Feathers Metal, Monsoon Cause, Stampede Disturbing, New: Nuts Ties, Sci-Fi: License Weekend, Unforgiven Zoolander, Sports: Graceland Dynamite, Holes Brannigan, Travel: Escape Metropolis, Others Soup
51	Gary	Phoenix	Action: Handicap Boondock, Animation: Carol Texas, Insects Stone, Children: Wrong Behavior, Classics: Loathing Legally, Timberland Sky, Tomorrow Hustler, Documentary: North Tequila, Road Roxanne, Family: African Egg, Bedazzled Married, Foreign: Calendar Gunfight, Games: Head Stranger, Horror: Rock Instinct, World Leathernecks, New: Jumanji Blade, Run Pacific, Stock Glass, Wild Apollo, Sci-Fi: Citizen Shrek, Sports: Holes Brannigan, Pickup Driving, River Outlaw, Victory Academy, Travel: Bucket Brotherhood
52	Carmen	Hunt	Action: Patriot Roman, Truman Crazy, Children: Holocaust Highball, Legally Secretary, Zoolander Fiction, Classics: Dracula Crystal, Frost Head, Voyage Legally, Comedy: Gunfight Moon, Documentary: Hawk Chill, Smoking Barbarella, Foreign: Grapes Fury, Mixed Doors, Pollock Deliverance, Games: Moonshine Cabin, Horror: Bowfinger Gables, Music: Amelie Hellfighters, Telegraph Voyage, New: Breaking Home, Butch Panther, Phantom Glory, Sci-Fi: Daisy Menagerie, Random Go, Sports: Jade Bunch, Lesson Cleopatra, Travel: Teen Apollo
53	Mena	Temple	Action: Casualties Encino, Primary Glass, Animation: Early Home, Children: Microcosmos Paradise, Classics: Gilmore Boiled, Requiem Tycoon, Documentary: Academy Dinosaur, Beach Heartbreakers, Mighty Luck, Family: Resurrection Silverado, Foreign: Vision Torque, Wash Heavenly, Games: Ice Crossing, Lambs Cincinatti, Horror: Alabama Devil, Carrie Bunch, Music: Balloon Homeward, Wizard Coldblooded, New: Butterfly Chocolat, Interview Liaisons, Jumanji Blade, Jungle Closer, Varsity Trip, Sci-Fi: English Bulworth, Sports: Drop Waterfront, Mile Mulan, Travel: Contact Anonymous, Fellowship Autumn, Gump Date, Liaisons Sweet
54	Penelope	Pinkett	Action: Excitement Eve, Animation: Juggler Hardly, Lawless Vision, Oz Liaisons, Classics: Core Suit, Westward Seabiscuit, Comedy: Lion Uncut, Rushmore Mermaid, Submarine Bed, Documentary: Cause Date, Cider Desire, Family: Gandhi Kwai, Games: Madre Gables, State Wasteland, Suit Walls, Horror: Family Sweet, Motions Details, Paris Weekend, World Leathernecks, Music: Oleander Clue, New: Troopers Metal, Sci-Fi: English Bulworth, Sports: Saturday Lambs, Travel: Boiled Dares, Worker Tarzan
55	Fay	Kilmer	Animation: Watch Tracy, Children: Jersey Sassy, Classics: Snatchers Montezuma, Documentary: Secret Groundhog, Drama: Harry Idaho, Racer Egg, Shootist Superfly, Spice Sorority, Family: Movie Shakespeare, Foreign: Jet Neighbors, Horror: Airport Pollock, New: Flamingos Connecticut, Frontier Cabin, Sci-Fi: Nemo Campus, Vacation Boondock, Sports: Anonymous Human, Crusade Honey, Mussolini Spoilers, Travel: Bird Independence, Fellowship Autumn
56	Dan	Harris	Action: Hills Neighbors, Animation: Titanic Boondock, Children: Ghost Groundhog, Classics: Summer Scarface, Documentary: Independence Hotel, Drama: Lies Treatment, Reunion Witches, Family: Bedazzled Married, Siege Madre, Foreign: Holiday Games, School Jacket, Games: Divine Resurrection, Seven Swarm, Horror: Monterey Labyrinth, Watership Frontier, Music: Insider Arizona, Vanishing Rocky, New: Destiny Saturday, Run Pacific, Sci-Fi: Eyes Driving, Titans Jerk, Sports: Groove Fiction, Jade Bunch, Steers Armageddon, Straight Hours, Travel: Boondock Ballroom, Fellowship Autumn, Superfly Trip
57	Jude	Cruise	Action: Quest Mussolini, Rear Trading, Animation: Champion Flatliners, Children: Strangelove Desire, Twisted Pirates, Classics: Timberland Sky, Comedy: Fireball Philadelphia, Knock Warlock, Documentary: Brotherhood Blanket, Halloween Nuts, Family: Date Speed, House Dynamite, Foreign: Alley Evolution, Crossing Divorce, Mulholland Beast, Games: Ice Crossing, Horror: Arabia Dogma, Carrie Bunch, Drums Dynamite, Rock Instinct, Music: Monster Spartacus, Scalawag Duck, New: Chinatown Gladiator, Eagles Panky, Frontier Cabin, Platoon Instinct, Sci-Fi: Camelot Vacation, Citizen Shrek, Open African, Random Go
58	Christian	Akroyd	Action: Hills Neighbors, Magnolia Forrester, Animation: Doors President, Luke Mummy, Children: Backlash Undefeated, Betrayed Rear, Maker Gables, Sabrina Midnight, Classics: Million Ace, Comedy: Caper Motions, Doom Dancing, Operation Operation, Submarine Bed, Documentary: Cupboard Sinners, Princess Giant, Family: Confused Candles, Foreign: Catch Amistad, Innocent Usual, Reservoir Adaptation, Games: Feathers Metal, Fire Wolves, Horror: Sinners Atlantis, Streetcar Intentions, Music: Home Pity, Jawbreaker Brooklyn, New: Maiden Home, Nuts Ties, Oklahoma Jumanji, Sci-Fi: Divide Monster, Mourning Purple, Sports: Chance Resurrection, Driver Annie
59	Dustin	Tautou	Action: Celebrity Horn, Darko Dorado, Animation: Carol Texas, Donnie Alley, Oscar Gold, Children: Stranger Strangers, Classics: Prejudice Oleander, Summer Scarface, Documentary: Bill Others, Cause Date, Expendable Stallion, Pacific Amistad, Rainbow Shock, Villain Desperate, Drama: Hobbit Alien, Sea Virgin, Family: African Egg, Conversation Downhill, Virtual Spoilers, Foreign: Pollock Deliverance, Wonderful Drop, Games: Autumn Crow, Horror: Pulp Beverly, Rules Human, Music: Banger Pinocchio, Sci-Fi: Metropolis Coma, Travel: Born Spinal
60	Henry	Berry	Action: Drifter Commandments, Animation: Dogma Family, Sleepless Monsoon, Wonka Sea, Children: Hollywood Anonymous, Uptown Young, Classics: Extraordinary Conquerer, Comedy: Rushmore Mermaid, Documentary: Bonnie Holocaust, Chicken Hellfighters, Wagon Jaws, Drama: Conquerer Nuts, Craft Outfield, Scorpion Apollo, Family: Apache Divine, Dumbo Lust, Louisiana Harry, Pilot Hoosiers, Foreign: Grapes Fury, Kane Exorcist, Whale Bikini, Games: Spy Mile, Horror: Desert Poseidon, Freddy Storm, Paris Weekend, Patton Interview, Spirit Flintstones, Music: Chamber Italian, New: Hours Rage, Maiden Home, Sci-Fi: Connecticut Tramp, Divide Monster, Travel: Factory Dragon, Shane Darkness, Shanghai Tycoon
61	Christian	Neeson	Animation: Horn Working, Oz Liaisons, Punk Divorce, Children: Hollywood Anonymous, Classics: Lover Truman, Drama: Mob Duffel, Savannah Town, Family: Opposite Necklace, Sensibility Rear, Splash Gump, Games: Glory Tracy, Lambs Cincinatti, Horror: Love Suicides, World Leathernecks, Music: Runner Madigan, Scalawag Duck, Sci-Fi: Divide Monster, Graffiti Love, Spirited Casualties, Sports: Divorce Shining, Graceland Dynamite, Liberty Magnificent, Travel: Fellowship Autumn, Liaisons Sweet, Outlaw Hanky
62	Jayne	Neeson	Action: Grail Frankenstein, Quest Mussolini, Children: Polish Brooklyn, Classics: Hyde Doctor, Voyage Legally, Comedy: Groundhog Uncut, Hedwig Alter, Documentary: Brotherhood Blanket, Cause Date, Expendable Stallion, Halloween Nuts, Independence Hotel, Drama: Edge Kissing, Family: Dinosaur Secretary, Homicide Peach, Foreign: Agent Truman, Brooklyn Desert, Crystal Breaking, Frida Slipper, Games: Darling Breaking, Haunting Pianist, Horror: World Leathernecks, Music: Banger Pinocchio, Hanover Galaxy, New: Interview Liaisons, Sports: Artist Coldblooded, Records Zorro, Travel: Wolves Desire, Worker Tarzan
63	Cameron	Wray	Animation: Champion Flatliners, Dares Pluto, Children: Hall Cassidy, Classics: Dracula Crystal, October Submarine, Comedy: Valley Packer, Documentary: Dozen Lion, Virginian Pluto, Drama: Destination Jerk, Virgin Daisy, Games: Seven Swarm, Music: Elf Murder, Sci-Fi: Bingo Talented, Titans Jerk, Sports: Lesson Cleopatra, Satisfaction Confidential, Slipper Fidelity, Travel: Coma Head, Wolves Desire
64	Ray	Johansson	Animation: Menagerie Rushmore, Children: Casper Dragonfly, Empire Malkovich, Strangelove Desire, Classics: Arizona Bang, Iron Moon, Island Exorcist, Prejudice Oleander, Comedy: Freedom Cleopatra, Documentary: Adaptation Holes, National Story, United Pilot, Family: Gables Metropolis, Manchurian Curtain, Splash Gump, Games: Moonwalker Fool, Outbreak Divine, Horror: Lady Stage, Music: Uncut Suicides, Wizard Coldblooded, New: Idaho Love, Sci-Fi: Metropolis Coma, Suicides Silence, Sports: Aladdin Calendar, Crusade Honey, Evolution Alter, Travel: Boondock Ballroom, Born Spinal, Fellowship Autumn, Madigan Dorado
65	Angela	Hudson	Action: Bride Intrigue, Gosford Donnie, Animation: Luke Mummy, Nash Chocolat, Children: Jumping Wrath, Robbers Joon, Strangelove Desire, Classics: Island Exorcist, Prejudice Oleander, Voyage Legally, Comedy: Element Freddy, Velvet Terminator, Documentary: Metal Armageddon, Drama: Pity Bound, Family: Jason Trap, Games: Autumn Crow, Bulworth Commandments, Candles Grapes, Maltese Hope, Horror: Japanese Run, Paris Weekend, Watership Frontier, Music: Clones Pinocchio, Hanover Galaxy, Legend Jedi, New: Fatal Haunted, Sci-Fi: Armageddon Lost, Frisco Forrest, Random Go, Sports: Lesson Cleopatra, Mile Mulan, Travel: Cassidy Wyoming, Games Bowfinger, Kick Savannah
66	Mary	Tandy	Action: Devil Desire, Primary Glass, Shrunk Divine, Truman Crazy, Animation: Falcon Volume, Children: Holocaust Highball, Maker Gables, Murder Antitrust, Uptown Young, Zoolander Fiction, Classics: Requiem Tycoon, Voyage Legally, Comedy: Sweden Shining, Documentary: Wars Pluto, Drama: Chill Luck, Diary Panic, Queen Luke, Family: Spinal Rocky, Foreign: Dangerous Uptown, Grapes Fury, School Jacket, War Notting, Horror: Treasure Command, New: Destiny Saturday, Ending Crowds, Sci-Fi: Barbarella Streetcar, Garden Island, Sports: Gleaming Jawbreaker, Philadelphia Wife, Travel: Fugitive Maguire, Horror Reign
67	Jessica	Bailey	Action: Berets Agent, Truman Crazy, Classics: League Hellfighters, Requiem Tycoon, Right Cranes, Comedy: Doom Dancing, Documentary: Mighty Luck, Virginian Pluto, Drama: Savannah Town, Foreign: Reservoir Adaptation, Games: Head Stranger, Suit Walls, Horror: Analyze Hoosiers, Swarm Gold, Music: Dorado Notting, Jawbreaker Brooklyn, New: Chinatown Gladiator, Sci-Fi: Whisperer Giant, Sports: Drop Waterfront, Travel: Basic Easy, Kick Savannah, Moulin Wake, Wolves Desire
68	Rip	Winslet	Action: Dances None, Animation: Floats Garden, Classics: Gilbert Pelican, Documentary: Kill Brotherhood, Spoilers Hellfighters, Drama: Hanging Deep, Queen Luke, Family: Date Speed, Finding Anaconda, Foreign: Greek Everyone, Hotel Happiness, Muppet Mile, Whale Bikini, Games: Dawn Pond, Forward Temple, Panky Submarine, Roxanne Rebel, Stampede Disturbing, Horror: Alabama Devil, Patton Interview, Music: Chamber Italian, Clue Grail, Driving Polish, Greatest North, New: Attraction Newton, Sci-Fi: Express Lonely, Stallion Sundance, Sports: Perdition Fargo, Travel: Games Bowfinger, Gump Date
69	Kenneth	Paltrow	Action: Caddyshack Jedi, Excitement Eve, Animation: Falcon Volume, Children: Santa Paris, Sundance Invasion, Comedy: Daddy Pittsburgh, Lonely Elephant, Documentary: Intolerable Intentions, Show Lord, Drama: Hanging Deep, Foreign: Alien Center, Illusion Amelie, Games: Divine Resurrection, Feathers Metal, Horror: Reef Salute, Music: Taxi Kick, New: Redemption Comforts, Sci-Fi: Graffiti Love, Sports: Mussolini Spoilers, Travel: Born Spinal, Trouble Date
70	Michelle	Mcconaughey	Action: South Wait, Suspects Quills, Waterfront Deliverance, Animation: Wait Cider, Children: Fargo Gandhi, Full Flatliners, Classics: Dracula Crystal, Requiem Tycoon, Comedy: Daddy Pittsburgh, Documentary: Intolerable Intentions, Spoilers Hellfighters, Drama: Kwai Homeward, Family: Baked Cleopatra, Bang Kwai, Foreign: Everyone Craft, Hellfighters Sierra, Mixed Doors, Games: Details Packer, Panky Submarine, Horror: Bowfinger Gables, Streetcar Intentions, Sports: Image Princess, Northwest Polish
71	Adam	Grant	Action: Midnight Westward, Children: Idols Snatchers, Splendor Patton, Twisted Pirates, Classics: Tadpole Park, Comedy: Fireball Philadelphia, Groundhog Uncut, Operation Operation, Family: Gladiator Westward, Foreign: Ballroom Mockingbird, Happiness United, Games: Glory Tracy, Mars Roman, Wanda Chamber, Sci-Fi: Annie Identity, Sports: Loser Hustler, Seabiscuit Punk, Travel: Disciple Mother
72	Sean	Williams	Action: Waterfront Deliverance, Animation: Floats Garden, Room Roman, Sunrise League, Children: Idols Snatchers, Classics: Dracula Crystal, Comedy: Velvet Terminator, Documentary: Sagebrush Clueless, Drama: West Lion, Family: Maguire Apache, Foreign: Newton Labyrinth, Opus Ice, Games: Forward Temple, Wanda Chamber, Horror: Arabia Dogma, Patton Interview, Strangers Graffiti, Music: Oleander Clue, Rebel Airport, New: Chinatown Gladiator, Sci-Fi: Express Lonely, Sports: Divorce Shining, Seabiscuit Punk, Travel: Enough Raging, Haunted Antitrust, Muscle Bright
73	Gary	Penn	Action: Quest Mussolini, Rugrats Shakespeare, South Wait, Animation: Argonauts Town, Double Wrath, Classics: Magnificent Chitty, Volume House, Documentary: North Tequila, Drama: Greedy Roots, Paycheck Wait, Sea Virgin, Family: Virtual Spoilers, Foreign: Chocolate Duck, Intrigue Worst, Matrix Snowman, Horror: Egypt Tenenbaums, Zhivago Core, Music: Balloon Homeward, Masked Bubble, Vanishing Rocky, New: Attraction Newton, Birds Perdition, Mask Peach, Sci-Fi: Graffiti Love, Sports: Flatliners Killer, Peach Innocent
74	Milla	Keitel	Children: Noon Papi, Classics: Jerk Paycheck, Lover Truman, Patient Sister, Comedy: Anthem Luke, Pure Runner, Documentary: Spoilers Hellfighters, Family: Natural Stock, Sensibility Rear, Foreign: Cowboy Doom, Crossing Divorce, Games: Candles Grapes, Roxanne Rebel, Wanda Chamber, Horror: High Encino, Sleeping Suspects, New: Flash Wars, Redemption Comforts, Sci-Fi: Attacks Hate, Daisy Menagerie, Open African, Sports: Durham Panky, Kramer Chocolate, Squad Fish, Trading Pinocchio, Travel: Madigan Dorado, Stone Fire, Sweet Brotherhood
75	Burt	Posey	Action: Minds Truman, Animation: Luke Mummy, Children: Magic Mallrats, Classics: Hyde Doctor, Roots Remember, Drama: Chill Luck, Family: Killer Innocent, Sensibility Rear, Foreign: Command Darling, Games: Lambs Cincinatti, Horror: Arabia Dogma, Desert Poseidon, Family Sweet, Swarm Gold, Music: Alaska Phantom, New: Hours Rage, Jungle Closer, Unbreakable Karate, Sports: Graceland Dynamite, Hysterical Grail, Peach Innocent, Saturday Lambs, Travel: Games Bowfinger, Others Soup
76	Angelina	Astaire	Action: Story Side, Animation: Desire Alien, Intentions Empire, Children: Beneath Rush, Betrayed Rear, Classics: Beast Hunchback, Summer Scarface, Comedy: Hustler Party, Memento Zoolander, Mulan Moon, Saturn Name, Documentary: Pacific Amistad, Drama: Racer Egg, Wardrobe Phantom, Family: Gandhi Kwai, Killer Innocent, Sunset Racer, Games: Seven Swarm, Horror: Carrie Bunch, Swarm Gold, New: Breakfast Goldfinger, Dragonfly Strangers, Samurai Lion, Vanished Garden, Sci-Fi: Disturbing Scarface, Trojan Tomorrow, Sports: Cranes Reservoir, Jade Bunch, Mummy Creatures, Travel: Order Betrayed, Outlaw Hanky
77	Cary	Mcconaughey	Animation: Blackout Private, Double Wrath, Watch Tracy, Children: Full Flatliners, Wrong Behavior, Classics: Prejudice Oleander, Comedy: Velvet Terminator, Documentary: Army Flintstones, Duffel Apocalypse, Villain Desperate, Drama: West Lion, Family: Hunting Musketeers, Indian Love, Foreign: Maude Mod, Horror: Ali Forever, Rules Human, New: Amistad Midsummer, Loverboy Attacks, Oklahoma Jumanji, Sci-Fi: Bingo Talented, Citizen Shrek, Dolls Rage, Sports: Mussolini Spoilers, Travel: Desperate Trainspotting
78	Groucho	Sinatra	Action: Lord Arizona, Magnolia Forrester, Werewolf Lola, Animation: Dogma Family, Telemark Heartbreakers, Watch Tracy, Children: Labyrinth League, Strangelove Desire, Comedy: Dying Maker, Documentary: Duffel Apocalypse, Halloween Nuts, Independence Hotel, Majestic Floats, Pelican Comforts, Family: Homicide Peach, Foreign: Pet Haunting, Pollock Deliverance, Games: Gun Bonnie, Sassy Packer, Horror: Family Sweet, Music: Boogie Amelie, Scalawag Duck, Sci-Fi: License Weekend, Sports: Dude Blindness, Mother Oleander, Travel: Smile Earring
79	Mae	Hoffman	Action: Dances None, Animation: Hook Chariots, Turn Star, Children: Stranger Strangers, Comedy: Doom Dancing, Documentary: Army Flintstones, Secret Groundhog, Ship Wonderland, Drama: Apollo Teen, Diary Panic, Jacket Frisco, Family: Dumbo Lust, Earring Instinct, Homicide Peach, Odds Boogie, Resurrection Silverado, Rush Goodfellas, Foreign: Muppet Mile, School Jacket, Games: Chicago North, Outbreak Divine, Stampede Disturbing, New: Apocalypse Flamingos, Eagles Panky, Run Pacific, Sci-Fi: Goldmine Tycoon, Sports: Northwest Polish, Travel: Factory Dragon
80	Ralph	Cruz	Action: Darn Forrester, Animation: Canyon Stock, Children: Casper Dragonfly, Empire Malkovich, Full Flatliners, Maker Gables, Polish Brooklyn, Classics: Frost Head, Comedy: Pinocchio Simon, Submarine Bed, Documentary: Newsies Story, Pocus Pulp, Ship Wonderland, Thin Sagebrush, Drama: Racer Egg, Witches Panic, Family: Confused Candles, Dumbo Lust, Foreign: Dangerous Uptown, Games: Glory Tracy, Sleuth Orient, Videotape Arsenic, Horror: Japanese Run, New: Hours Rage, Sci-Fi: Beverly Outlaw, Sports: Dude Blindness, Neighbors Charade, Travel: Fugitive Maguire
81	Scarlett	Damon	Action: Crow Grease, Minds Truman, Animation: Borrowers Bedazzled, Early Home, Massage Image, Potluck Mixed, Children: Bear Graceland, Fargo Gandhi, Labyrinth League, Santa Paris, Classics: Million Ace, Comedy: Connection Microcosmos, Frankenstein Stranger, Mystic Truman, Documentary: Deep Crusade, Drama: Craft Outfield, Orient Closer, Spice Sorority, Treatment Jekyll, Family: Indian Love, Rage Games, Foreign: Alamo Videotape, Madness Attacks, Games: Dawn Pond, Dirty Ace, Lambs Cincinatti, Horror: Affair Prejudice, Lola Agent, Music: Hanover Galaxy, New: Eagles Panky, Interview Liaisons, Sports: Dude Blindness, Gunfighter Mussolini, Image Princess, Neighbors Charade, Rider Caddyshack
82	Woody	Jolie	Action: Sky Miracle, Stagecoach Armageddon, Trip Newton, Children: Fury Murder, Invasion Cyclone, Classics: Jeepers Wedding, Comedy: Crazy Home, Doom Dancing, Downhill Enough, Wisdom Worker, Documentary: Kill Brotherhood, Drama: Apollo Teen, Chill Luck, Foreign: Bugsy Song, Everyone Craft, Games: Feathers Metal, Fire Wolves, Horror: Lola Agent, Swarm Gold, Music: Alone Trip, Taxi Kick, New: Maiden Home, Mask Peach, Run Pacific, Wake Jaws, Sci-Fi: Stallion Sundance, Titans Jerk, Wonderland Christmas, Sports: Image Princess, Kramer Chocolate, Travel: Shining Roses
83	Ben	Willis	Animation: Carol Texas, Early Home, Nash Chocolat, Children: Cabin Flash, Splendor Patton, Sweethearts Suspects, Classics: Dracula Crystal, Comedy: Downhill Enough, Lonely Elephant, Perfect Groove, Valley Packer, Documentary: Beach Heartbreakers, Heavyweights Beast, Foreign: Ballroom Mockingbird, Games: Dazed Punk, Encino Elf, New: Frontier Cabin, Pluto Oleander, Sci-Fi: Badman Dawn, Coldblooded Darling, Goodfellas Salute, Panther Reds, Sports: Caribbean Liberty, Chance Resurrection, Durham Panky, Elizabeth Shane, Liberty Magnificent, Novocaine Flight, Records Zorro, Saturday Lambs, Secretary Rouge, Travel: Frogmen Breaking, Shanghai Tycoon
84	James	Pitt	Action: Amadeus Holy, Midnight Westward, Animation: Punk Divorce, Thief Pelican, Children: Doctor Grail, Jumping Wrath, Classics: Steel Santa, Comedy: Fireball Philadelphia, Hedwig Alter, Lonely Elephant, Documentary: Modern Dorado, National Story, Young Language, Family: Confused Candles, Jedi Beneath, Willow Tracy, Foreign: Everyone Craft, Hellfighters Sierra, Innocent Usual, Maude Mod, Games: Autumn Crow, Encino Elf, Outbreak Divine, Horror: Spirit Flintstones, Music: Lucky Flying, Sci-Fi: Armageddon Lost, Fiddler Lost, Sports: Rider Caddyshack, Saturday Lambs, Shakespeare Saddle, Slipper Fidelity
85	Minnie	Zellweger	Action: Suspects Quills, Animation: Insects Stone, Children: Santa Paris, Classics: Alice Fantasia, Extraordinary Conquerer, Tomorrow Hustler, Comedy: Jaws Harry, Life Twisted, Documentary: Bill Others, Bonnie Holocaust, Smoking Barbarella, Wars Pluto, Drama: Notting Speakeasy, Foreign: Chocolate Duck, Everyone Craft, Frida Slipper, Holiday Games, War Notting, Games: Monsoon Cause, Horror: Ace Goldfinger, Bowfinger Gables, Japanese Run, New: Day Unfaithful, Mannequin Worst, Sci-Fi: Express Lonely, Raging Airplane, Sports: Groove Fiction, Hysterical Grail, Pickup Driving, Talented Homicide, Travel: Madigan Dorado
86	Greg	Chaplin	Action: Fantasy Troopers, Classics: Cruelty Unforgiven, Dracula Crystal, Hope Tootsie, Jeopardy Encino, Magnificent Chitty, Sling Luke, Comedy: Strictly Scarface, Trainspotting Strangers, Drama: Unfaithful Kill, Family: Half Outfield, Foreign: Jet Neighbors, Newton Labyrinth, Usual Untouchables, Games: Forward Temple, Music: Oleander Clue, Runner Madigan, New: Clyde Theory, Day Unfaithful, Godfather Diary, Samurai Lion, Sci-Fi: Charade Duffel, License Weekend, Titans Jerk, Sports: Liberty Magnificent, Novocaine Flight, Travel: Teen Apollo
87	Spencer	Peck	Action: Dragon Squad, Drifter Commandments, Children: Backlash Undefeated, Clockwork Paradise, Documentary: Cupboard Sinners, Wagon Jaws, Drama: Queen Luke, Family: Pilot Hoosiers, Foreign: Dangerous Uptown, Holiday Games, Wash Heavenly, Games: Panky Submarine, Horror: Spirit Flintstones, Swarm Gold, Music: Clue Grail, Rebel Airport, Reds Pocus, Sci-Fi: Fiddler Lost, Sports: Mermaid Insects, Mother Oleander, Mummy Creatures
88	Kenneth	Pesci	Action: Rear Trading, Werewolf Lola, Animation: Crossroads Casualties, Children: Fargo Gandhi, Foreign: Catch Amistad, Command Darling, Trap Guys, Usual Untouchables, Horror: Affair Prejudice, Temple Attraction, Music: Birdcage Casper, Song Hedwig, Sci-Fi: Disturbing Scarface, Mourning Purple, Nemo Campus, Stallion Sundance, Sports: Peak Forever, Victory Academy, Travel: Boondock Ballroom, Shawshank Bubble
89	Charlize	Dench	Action: Clueless Bucket, Darn Forrester, Lust Lock, Primary Glass, Animation: Massage Image, Children: Splendor Patton, Sundance Invasion, Classics: Dynamite Tarzan, Westward Seabiscuit, Comedy: Control Anthem, Heaven Freedom, Lonely Elephant, Drama: Jacket Frisco, Foreign: Baby Hall, Games: Candles Grapes, Feathers Metal, Haunting Pianist, Wind Phantom, Sports: Cranes Reservoir, Driver Annie, Hysterical Grail, Joon Northwest, Travel: Bucket Brotherhood, Fugitive Maguire
90	Sean	Guiness	Action: Darn Forrester, Fantasy Troopers, Lust Lock, Mockingbird Hollywood, Stagecoach Armageddon, Animation: Forrester Comancheros, Horn Working, Telemark Heartbreakers, Tracy Cider, Classics: October Submarine, Patient Sister, Comedy: Groundhog Uncut, Lonely Elephant, Submarine Bed, Documentary: Streak Ridgemont, United Pilot, Drama: Scorpion Apollo, Family: Dumbo Lust, Half Outfield, Hunting Musketeers, Foreign: Alamo Videotape, Brooklyn Desert, Games: Haunting Pianist, Horror: Ace Goldfinger, Music: Go Purple, Grosse Wonderful, Sci-Fi: Graffiti Love, License Weekend, Soldiers Evolution, Sports: Crusade Honey, Philadelphia Wife, Travel: Igby Maker, Superfly Trip
91	Christopher	Berry	Action: Lawrence Love, Women Dorado, Animation: Storm Happiness, Sugar Wonka, Children: Backlash Undefeated, Language Cowboy, Murder Antitrust, Classics: Creepers Kane, Jeepers Wedding, Comedy: Freedom Cleopatra, Family: Spinal Rocky, Foreign: Highball Potter, Kane Exorcist, Games: Ice Crossing, Sleuth Orient, Videotape Arsenic, Horror: Ali Forever, New: Angels Life, Sports: Congeniality Quest, Travel: Contact Anonymous
92	Kirsten	Akroyd	Action: Devil Desire, Sky Miracle, Speakeasy Date, Stagecoach Armageddon, Worst Banger, Animation: Ishtar Rocketeer, Massage Image, Children: Labyrinth League, Magic Mallrats, Maker Gables, Ties Hunger, Classics: League Hellfighters, Comedy: Hurricane Affair, Memento Zoolander, Documentary: Raiders Antitrust, Drama: Necklace Outbreak, Paths Control, Reunion Witches, Family: Braveheart Human, Foreign: Bugsy Song, Dangerous Uptown, Madness Attacks, Usual Untouchables, Games: Grinch Massage, Private Drop, New: Boulevard Mob, Hours Rage, Pluto Oleander, Sci-Fi: Charade Duffel, Frisco Forrest, Sports: Image Princess, Travel: Bucket Brotherhood, Casablanca Super, Madigan Dorado
93	Ellen	Presley	Action: Women Dorado, Animation: Floats Garden, Oscar Gold, Turn Star, Children: Casper Dragonfly, Empire Malkovich, Microcosmos Paradise, Scarface Bang, Classics: Hyde Doctor, Roots Remember, Tadpole Park, Comedy: Pinocchio Simon, Documentary: Homeward Cider, Drama: Jacket Frisco, Family: Bilko Anonymous, Network Peak, Games: Private Drop, Spy Mile, Horror: Streetcar Intentions, Treasure Command, Sports: Caribbean Liberty, Image Princess, Pickup Driving, Secretary Rouge, Travel: Frogmen Breaking
94	Kenneth	Torn	Animation: Crossroads Casualties, Harper Dying, Children: Ghost Groundhog, Classics: Beast Hunchback, Detective Vision, League Hellfighters, Magnificent Chitty, Volume House, Documentary: Dancing Fever, Independence Hotel, Raiders Antitrust, Rainbow Shock, Ship Wonderland, Drama: Jacket Frisco, Lies Treatment, Seattle Expecations, Family: Homicide Peach, Remember Diary, Foreign: Frida Slipper, Lost Bird, Horror: Ali Forever, Carrie Bunch, Egypt Tenenbaums, Japanese Run, Music: Birdcage Casper, Lucky Flying, New: Earth Vision, Flamingos Connecticut, Maiden Home, Sci-Fi: Citizen Shrek, Sports: Flatliners Killer, Lesson Cleopatra, Travel: Working Microcosmos
